Reference|Sample|Age|Age_sigma|Latitude|Longitude|Location|GeodynamicContext|SiO2|TiO2|Al2O3|Cr2O3|FeOT|MnO|MgO|CaO|Na2O|K2O|NiO|P2O5|Nb|Ta|Rb|Fe2_FeT|Fe2O3_TiO2|SiO2_Primary|TiO2_Primary|Al2O3_Primary|Cr2O3_Primary|Fe2O3_Primary|FeO_Primary|MnO_Primary|MgO_Primary|CaO_Primary|Na2O_Primary|K2O_Primary|NiO_Primary|P2O5_Primary|T_OL|T_p|OL_Mg|F_AFM|Pi|Pf|Residual_Mineralogy
 ISHIHARA & TERASHIMA1985|s.1004M|0.0105||41.5083|-121.6385|CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN|CONVERGENT MARGIN|47.8|0.64|18.2||8.58|0.16|10|12.2|2.24|0.07||0.06|1|0.052|0|0.966433566433567|0.5|47.0456053583754|0.574469183106401|16.290607832913||0.286179623441898|8.50927682767946|0.160104571452045|14.0708086277651|10.9434301391502|2.00325736409329|0.062601792627915||0.053658679395356|1322.44417781924|1410.79416369719|0.907875643977727|0.091260437432397|3|2|Spinel Peridotite
 ISHIHARA & TERASHIMA1985|s.79-35D|0.0105||41.5083|-121.6383|CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN|CONVERGENT MARGIN|47.77|0.65|18.07||8.31|0.16|9.76|11.89|2.27|0.09||0.05|1.3|||0.964801444043321|0.5|47.4416167179538|0.590714117350392|16.3766001600481||0.294301443823793|8.3225870689279|0.161884984831642|13.8312932276662|10.7986438805817|2.05558239224619|0.081498861366589||0.045277145203661|1318.00724295148|1404.50539383388|0.907911158568297|0.110700558940706|3|1.8|Spinel Peridotite
 ISHIHARA & TERASHIMA1985|s.880M|0.0105||41.4995|-121.6333|CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN|CONVERGENT MARGIN|47.9|0.63|18.3||8.42|0.15|10.3|12.1|2.22|0.07||0.05|3||2|0.966330166270784|0.5|47.1908362047634|0.575767263199551|16.6860701285214||0.287019697243524|8.30204031605123|0.149897507422552|13.6238980704119|11.052324490006|2.02280548533531|0.063782154943005||0.045558682102147|1312.68937918056|1399.05219452861|0.907173224178975|0.086836664474882|3|2|Spinel Peridotite
STERN et al.,1995|s.7-89-2540-|1880|20|54.8175|-100.0542|TRANS-HUDSON OROGEN / REINDEER ZONE / FLIN FLON DOMAIN / WELCH THOLEIITE|INTRAPLATE VOLCANICS|50.72|0.41|13.98||9.58|0.16|9.12|12.94|2.82|0.24||0.03|0.88||1.13|0.980741127348643|0.5|48.3424103665965|0.31713929072207|10.7490080427197||0.157196834674809|9.69477491856718|0.156102394281209|18.2217647070855|9.99214871781569|2.16241499406323|0.184035318643679||0.02300441483046|1407.18548456711|1518.25172306325|0.916695176940527|0.279961585537468|4|1.5|Spinel Peridotite
YAXLEY et al.,2004|s.PD6|60||67.175|-62.445|NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BAFFIN ISLAND-BAFFIN BAY-CANADA|CONTINENTAL FLOOD BASALT|45.46|0.77|10.83||10.59|0.17|21.36|9.12|1.01|0.02||0.06|1.21|0.079|0.233|0.96728045325779|0.5|46.0148664570925|0.821872694087054|11.5683912943156||0.411751943434784|10.47995931316|0.174754825381242|19.6251077889295|9.73755641517354|1.08018042303671|0.021389711347262||0.064169134041785|1422.1859288216|1553.92591488231|0.918492767470201|0.235336358258052|4.5|4|Garnet Peridotite
UPTON et al.,2005|s.273430|1230||81|-26|NORTH GREENLAND  PROTEROZOIC / MIDSOMMERSO DOLERITE / ZIG-ZAG DAL BASALTS|CONTINENTAL FLOOD BASALT|50.07|0.8|14.48||9.55|0.16|8.78|12.43|1.68|0.1||0.09|4.1||0.3|0.962303664921466|0.5|48.4056729380041|0.619518244199243|11.1421060461817||0.306864859186929|9.74091798699891|0.158648359120728|18.5836748211277|9.60800352848173|1.2888324085851|0.076716214796732||0.069044593317059|1402.89469388254|1527.48345041623|0.916844333672647|0.303638305646939|4|1.2|Harzburgite
HUANG et al.,2005|s.197-1203A36R3W25-29|78.5|2.5|50.95|-167.74|HAWAIIAN-EMPEROR CHAIN / DETROIT / SITE 1203 / SHIELD STAGE / PACIFIC OCEAN|SEAMOUNT|48.9|1.68|17.9||8.82|0.17|5.74|12.9|2.37|0.1||0.16|6.76|0.495|0.39|0.914285714285714|0.5|47.1333845141369|1.28008002043053|13.5391575226843||0.633870378471649|9.15556229213083|0.177722152884342|16.2768473373147|9.81875781125576|1.78841999640215|0.075460759341863||0.120737214946981|1367.1802822727|1468.26323007085|0.913077430567482|0.203046578364237|3.5|2|Spinel Peridotite
NEDER et al.,2002|s.RJ36|1760||-10.1|-60.1|AMAZONIAN CRATON_PROTEROZOIC / BRAZIL_PROTEROZOIC / CENTRAL BRAZIL SHIELD|INTRAPLATE VOLCANICS|50.55|0.9|15.74||8.15|0.14|7.52|12.02|2.47|0.37||0.09|2||20|0.950306748466258|0.5|49.4874780960105|0.750231314823893|13.0511944891398||0.372526270284162|8.49488442794422|0.144726970676232|15.26411796025|10.0092805332432|2.04475530578196|0.3062993777892||0.074505254056832|1349.62688259928|1441.98233670638|0.911958601872737|0.266300852591811|3.3|1|Harzburgite
MANYA & MABOKO 2003|s.R38|2820||-3.155|32.44|TANZANIA CRATON_ARCHEAN / SUKUMALAND GREENSTONE BELT / RWAMAGAZA BASALT|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|49.6|0.72|16.4||9.27|0.24|6.64|13.8|2.09|0.17||0.07||||0.96504854368932|0.5|47.2975889334648|0.525171871822841|11.8681210606856||0.259697759848727|9.79287177206516|0.241763742013315|18.2856606970618|10.0483025506834|1.50768977245511|0.122635053261899||0.050496786637252|1401.29570740689|1519.88320341721|0.916797742396982|0.263016726704856|4|2|Spinel Peridotite
MANYA & MABOKO 2003|s.R39|2820||-3.155|32.44|TANZANIA CRATON_ARCHEAN / SUKUMALAND GREENSTONE BELT / RWAMAGAZA BASALT|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|49.1|0.74|16.8||8.65|0.18|8.44|13|2.03|0.07||0.09||||0.96150289017341|0.5|47.8961996763434|0.61558056124156|13.9064316512689||0.305769965182578|8.83226905821476|0.181860455369641|15.6502440178726|10.8018169827502|1.67760278194766|0.057848371791299||0.074376478017384|1350.38987377279|1452.02284733437|0.912168589021837|0.215329752619702|3.3|1.5|Spinel Peridotite
MORRA et al.,1997|s.KB13|18||39.63|8.87|LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA|CONVERGENT MARGIN|48.18|0.74|15.33||10.01|0.12|8.95|12.72|1.78|0.51||0.23|3||11|0.966733266733267|0.5|46.7828779206937|0.569237187493036|11.7179883404525||0.281954166257598|10.0781641795007|0.118020025083206|18.7649044157079|9.76651728111107|1.3564281511852|0.388639526463176||0.175268806052021|1412.56887849043|1532.09804871987|0.917045691262027|0.243648897789419|4|2.5|Spinel Peridotite
GUO et al.,2005|s.CH9722|32|8|27.6173|101.3682|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SICHUAN PROVINCE / YANYUAN VOLCANIC FIELD|INTRAPLATE VOLCANICS|49.8|1.51|12.85||7.95|0.11|9.03|11.62|1.44|3.56||1.24|18.7|1.22|206|0.914528301886792|0.5|49.2061378246229|1.3672946121643|11.601589287805||0.681109395637849|7.60828253916078|0.111935142327765|13.2786831279939|10.5156665752145|1.2990695757861|3.21158867347118||1.1186432458158|1330.94302717882|1389.95916970908|0.91163179716974|0.272352250002354|2.8|1.2|Spinel Peridotite
GUO et al.,2005|s.GZ0029|32|8|27.0228|101.5507|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SICHUAN PROVINCE / YANBIAN VOLCANIC FIELD|INTRAPLATE VOLCANICS|50.54|0.78|11.25||8.37|0.11|11.68|11.13|1.08|2.94||1.19|14|0.82|169|0.958064516129032|0.5|50.1253254629193|0.72209883451126|10.3926977287971||0.359975680365406|8.20583883493371|0.110294099886183|14.9775736417193|10.297289833012|0.996855730242663|2.71366282121614||1.09838733239701|1358.3293123226|1434.51507832895|0.912972138202386|0.318652200360807|3.2|1|Harzburgite
GUO et al.,2005|s.LH14|32|8|26.9087|100.2355|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE / LIJIANG VOLCANIC FIELD|INTRAPLATE VOLCANICS|50.23|1.01|11.85||8.13|0.11|10.36|11.61|1.17|3.87||0.76|7.03|0.45|148|0.94409594095941|0.5|49.7050736333232|0.923485749939243|10.807294190002||0.460181773864808|7.92142154358655|0.110913112146233|14.1777496185079|10.6086243619649|1.06616371370659|3.52654151456794||0.692550788390603|1346.49773099942|1413.59891801274|0.913093613366419|0.300447530408727|3|1|Harzburgite
GUO et al.,2005|s.WH79|32|8|25.3853|101.2527|CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE / YAO^AN VOLCANIC FIELD|INTRAPLATE VOLCANICS|50.87|1.09|12.31||8.05|0.12|10.56|11.34|1.08|2.79||0.89|12.5|0.79|123|0.939068322981366|0.5|50.4129012539302|1.00962725221987|11.3768836377093||0.503324658500347|7.8002510836717|0.121036042259045|13.8821263457259|10.4978398645861|0.997414002165824|2.57665283892838||0.821943020303319|1332.41962462728|1405.84088520995|0.910866492569297|0.299402018474998|3|1|Harzburgite
XIAO et al.,2004|s.WL-13|259||25.8|100.25|EMEISHAN / YUNNAN PROVINCE / BINCHUAN SECTION|CONTINENTAL FLOOD BASALT|47.04|1.41|12.79||9.836|0.15|8.46|12.42|1.6|0.51||0.12|11|0.68|14|0.935492069947133|0.5|47.3746230876082|1.1121586517291|10.0211906515306||0.550495009243203|10.0298576438076|0.1534827783474|19.239951588975|9.77695850278397|1.24935037558741|0.398230432218487||0.093701278169056|1418.4374407828|1544.16785352441|0.918694733976428|0.298148030230838|4.2|2|Harzburgite
XIAO et al.,2004|s.WL-8|259||25.8|100.25|EMEISHAN / YUNNAN PROVINCE / BINCHUAN SECTION|CONTINENTAL FLOOD BASALT|47.01|1.54|12.52||9.679|0.15|9.33|12.17|1.47|1.15||0.13|12|0.73|28|0.928401694389916|0.5|47.4582336977932|1.27661039097234|10.3220770702116||0.633150579508154|9.64960285177873|0.153349305176253|18.1739168414064|10.0718071934813|1.20874201542466|0.945614501862828||0.106895552384494|1402.92232721801|1517.02955638212|0.917315326485128|0.286033031693876|4|1.8|Spinel Peridotite
HYNES 1980|s.111|466.5|5.5|45.4|-71.9|APPALACHIANS / NORTHERN APPALACHIANS / HUMBER ZONE / ASCOT FORMATION|RIFT VOLCANICS|49.86|0.83|16.34||8.44|0.25|9.36|12.31|2.5|0.06||0.04||||0.95574644549763|0.5|48.6104436835536|0.722671835945991|14.1759822182854||0.359637394572946|8.37352709383429|0.250446100089894|14.5449339863195|10.7092077454956|2.16649032875267|0.051995767890064||0.034663845260043|1333.40721209149|1423.21448321676|0.91037706739124|0.202443663749961|3.2|1.4|Spinel Peridotite
BARAGAR 1969|s.661006|1200||57.83|-102.7|MACKENZIE LARGE IGNEOUS PROVINCE / COPPERMINE CONTINENTAL FLOOD BASALT PROVINCE|CONTINENTAL FLOOD BASALT|47|1.35|13.7||9.52|0.17|8.9|11.8|1.9|0.6||0.12||||0.936186974789916|0.5|47.4229713801063|1.11088053462681|11.2088817431431||0.550813477052278|9.6415662104678|0.174486821722264|18.0587353298656|9.69369219208695|1.55043793540641|0.489611979602024||0.097922395920405|1401.37451788928|1514.08592501017|0.916891945349742|0.276533949520675|3.9|1.8|Spinel Peridotite
BARRAT et al.,1998|s.C230|1E-05||13.28|41.07|EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / TAT ALI|RIFT VOLCANICS|47.29|1.94|13.49||9.91|0.18|10.84|11.34|2.17|0.63||0.28|32||16|0.911907164480323|0.5|47.0753300729964|1.69775744804476|11.7630854189227||0.844483470794656|9.33125591980482|0.180405752891046|16.513138942931|9.91309030346247|1.88920529033444|0.548478955258384||0.243768424559282|1378.41797441593|1474.37033811695|0.913093900487925|0.184407049738249|3.5|2|Spinel Peridotite
SERRI et al.,1991|s.124-770B-12R-3,64-70|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|48.7|1.24|17.2||8.73|0.15|7.3|12.4|2.35|0.32||0.11|3||8|0.936082474226804|0.5|47.5635733394173|1.00748592685365|13.8944001487117||0.499938243362891|8.9069213528206|0.154078493119032|15.6685537162436|10.0633902043925|1.89492721274644|0.258032641735686||0.088698720596642|1357.01383021049|1452.49833593763|0.912030707510741|0.195776744877511|3.4|1.7|Spinel Peridotite
SERRI et al.,1991|s.124-770B-21R-1,96-99|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|47.45|1.38|17.12||8.13|0.14|7.67|13.45|2.13|0.4||0.11|3||9|0.923616236162362|0.5|47.3535074270746|1.22892399901537|15.1892378877964||0.611615071601938|8.10863010563695|0.145584631160125|13.0516217745943|11.9707866552519|1.88802913407555|0.354559461798225||0.097503851994512|1300.02111652828|1383.96741695384|0.905770806139352|0.059992930106456|2.7|1.8|Spinel Peridotite
SERRI et al.,1991|s.124-770B-21R-4,74-77|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|48.19|1.58|16.57||8.48|0.14|7.08|12.27|1.96|0.38||0.15|3||6|0.916155660377359|0.5|47.8673616842523|1.31277813929001|13.6892676695641||0.651515341789366|8.66500131364607|0.146822903159438|15.4300189084691|10.1837236587467|1.61641781000906|0.313387126430328||0.123705444643551|1348.95873301391|1446.2993601669|0.912441510551708|0.235949011304108|3.3|1.7|Spinel Peridotite
SERRI et al.,1991|s.124-770B-7R-5,3-6|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|49.06|1.29|17.47||8.3|0.15|7.41|12.41|2.33|0.36||0.1|4||6|0.930060240963855|0.5|48.0153570879275|1.08697421007077|14.6489670846716||0.540115611345418|8.37557486472791|0.154522368100245|14.3940586033124|10.448116130071|1.95111530920128|0.301459876099768||0.083738854472158|1331.17001665493|1419.26620651639|0.909929253508796|0.179361207441265|3|1.6|Spinel Peridotite
SERRI et al.,1991|s.124-770C-19R-2,42-45|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|48.8|1.18|18.1||7.68|0.15|6|12.92|2.6|0.14||0.1|2||3|0.930859375|0.5|48.1890404264627|0.994839632950889|15.1794933861467||0.494142221850005|8.1218195916276|0.160149302078316|13.5942033742668|10.8877291662203|2.17757589289833|0.117254086540679||0.083752918957628|1314.51092421976|1398.27081781203|0.907938159932098|0.138130204083717|3|1.5|Spinel Peridotite
SERRI et al.,1991|s.124-770C-5R-2,39-41|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|48.42|1.25|17.27||8.31|0.14|7.35|12.4|1.87|0.33||0.07||||0.932310469314079|0.5|47.9402331389334|1.04867962388374|14.4117446175059||0.520731062307733|8.54743998332379|0.145812949854594|15.1017406486508|10.3923227572384|1.55802733842474|0.274946000898483||0.058321878978466|1340.36112563691|1437.75252661941|0.911734713794733|0.22768778185617|3.3|1.6|Spinel Peridotite
SERRI et al.,1991|s.124-770C-6R-3,45-48|44.85|10.95|5.1448|123.6685|SULAWESI ARC / CELEBES SEA / SITE 770 / PACIFIC OCEAN|CONVERGENT MARGIN|48.67|1.53|16.64||7.79|0.13|6.53|12.43|2.45|0.38||0.13||||0.911617458279846|0.5|48.6327042864216|1.32304295330253|14.3191744725872||0.657487939338573|8.01910497920558|0.138813793014196|13.6232826763545|10.7423832782828|2.10568032860066|0.326595316272755||0.111729976619627|1316.3323446362|1399.03600274983|0.908731143144082|0.178164691836598|3|1.4|Spinel Peridotite
GIANNETTI & ELLAM 1994|s.R-20^|0.415|0.065|41.278|13.9847|APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA|CONVERGENT MARGIN|49.31|0.79|16.09||7.924|0.15|7.69|12.31|1.56|2.11||0.19|8||91|0.955136294800606|0.5|48.6209727425344|0.675273411429203|13.6890523171566||0.335610404507721|8.22105704573759|0.155162357779748|14.5101223078763|10.5131135613334|1.32544868615708|1.79275431268681||0.161432852801182|1338.73629571475|1422.30383145654|0.911768846514422|0.247865115931082|3.1|1.3|Spinel Peridotite
GIANNETTI & ELLAM 1994|s.R-96|0.415|0.065|41.278|13.9847|APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / ROCCAMONFINA|CONVERGENT MARGIN|48.57|0.73|15.12||8.777|0.15|8.7|12.53|1.57|1.83||0.16|11||88|0.962572633018116|0.5|47.8488375679223|0.61232566154931|12.6206380814676||0.30413684758153|8.98152742457924|0.152270954001834|16.0165270699682|10.4973605644636|1.30820507041919|1.5248504960937||0.133320261953548|1367.28758289948|1461.52422649292|0.913031500370965|0.219282157671957|3.5|1.6|Spinel Peridotite
SHIMIZU et al.,2005|s.BX248|2700||-20.33|30.03|ZIMBABWE CRATON_ARCHEAN / BULAWAYAN SUPERGROUP / BELINGWE GREENSTONE BELT / ZEEDERBERGS FORMATION|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|48.72|0.73|14.26|0.055|10.9|0.19|7.48|13.46|0.82|0.093|0.023|0.059|1.4|0.09|2.77|0.969862385321101|0.5|46.420379858023|0.470034159482942|9.0966961409558|0.042742175328801|0.23130229825822|11.0480140335217|0.180123579965249|22.8821891002932|8.64202148750874|0.519638039922576|0.058934558186341|0.370535977876042|0.037388590677356|1477.37061412647|1635.44866371457|0.925577369130941|0.366408007018282|6|3.5|Harzburgite
JOLLY 1980|s.1093(32)|2700||48.5|-79.2|SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|45|0.54|10.3||11.2|0.19|17.9|9|0.79|0.09||||||0.978303571428571|0.5|46.5194162546918|0.496631921759677|9.45706051788272||0.247191354138564|11.1073377796874|0.190165613641695|22.9052247462796|8.27131110213361|0.72326359173876|0.082397118046188|||1474.56621938894|1636.01888480668|0.925103843146329|0.358227824161694|6|3.2|Harzburgite
GANGOPADHYAY et al.,2005|s.DUNBCH-9|2700||48.2|-80.1|SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE / KIDD-MUNRO VOLCANIC COMPLEX|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|47.8|0.56|12.7|0.12|11.61|0.22|12.5|11.6|0.36|1.1||0.04||||0.978294573643411|0.5|46.3081685683326|0.415387802941278|9.37039942363215|0.099859705927093|0.205498895380378|11.0327909858586|0.2043263237427|22.6757387712737|8.58694258337381|0.264212865489058|0.807317088994343||0.02935698505434|1472.85379633159|1630.33424203729|0.925015221481785|0.356633423023417|5.8|3.2|Garnet Peridotite
MANIKYAMBA et al.,2004|s.P31|2700||14.875|77.375|DHARWAR CRATON_ARCHEAN / EASTERN DHARWAR CRATON / RAMAGIRI-HUNGUND GREENSTONE BELT / RAMAGIRI SCHIST BELT|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|50.54|0.6|12.93||10.49|0.18|8.71|12.97|0.22|1.63||0.05|1.68|0.09|9.97|0.974261201143947|0.5|47.6836555893145|0.407847713153844|8.71830515083588||0.201123033626769|10.5299512808662|0.1700733815989|22.2220456383234|8.79321899931097|0.147490224659631|1.09276848270545||0.033520505604462|1462.49045875147|1619.06968301851|0.925140156539397|0.412339387681712|5.5|2.5|Harzburgite
WANG et al.,2004|s.NQ-24|1270||26.84|111.46|CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HUNAN PROVINCE / LENGJIAXI GROUP|INTRAPLATE VOLCANICS|48.31|0.46|17.78||7.722|0.15|6.89|12.24|2.09|0.22||0|0.64|0.07|19.84|0.973193473193473|0.5|48.426827459842|0.388195254552626|14.9209483998063||0.192699168808164|8.5083389778046|0.159477272347376|15.1489015490033|10.3192420050232|1.75104896873505|0.184320944077374|||1341.89892040771|1438.98148997762|0.911972709554277|0.246404367431542|3.3|1.4|Harzburgite
WANG et al.,2004|s.YYB-2|819||28.59|112.33|CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / HUNAN PROVINCE / LENGJIAXI GROUP|INTRAPLATE VOLCANICS|50.83|0.53|11.67||9.475|0.15|13.76|10.99|1.11|0.49||0.08|5||17|0.974828496042216|0.5|50.1120172004354|0.476862486736536|10.4748925050839||0.237493990143198|9.32775189013953|0.14784358080566|17.8379146929142|9.87960137660737|0.994786147392264|0.439139830830819||0.071696298911154|1387.18041785875|1508.43629936765|0.914913630799901|0.330683270276704|3.9|1|Harzburgite
SANDEMAN et al.,2006|s.98J131B|2708.5|36.5|63|-93|CHURCHILL PROVINCE_ARCHEAN / HEARNE SUPRACRUSTAL BELT / NORTHWESTERN HEARNE SUPRACRUSTAL BELT|ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)|48|0.63|15.3||10.62|0.19|8.1|13.51|1|0.16||0.05|1.3|0|1.7|0.973305084745763|0.5|46.278125813776|0.437031175218392|10.5269301846723||0.215631257955044|10.7864590223174|0.183345468130288|21.3957393627645|9.34843986714828|0.684543676047759|0.109526988167641||0.034227183802388|1448.64728800805|1598.4648220932|0.92263256068813|0.316231619087409|5.2|3.5|Garnet Peridotite
SHUTO et al.,2006|s.M0727-08|14||37.75|138.835|HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MAZE BASALT / PACIFIC OCEAN|CONVERGENT MARGIN|49.18|0.99|17.81||7.85|0.13|7.11|12.27|2.17|0.86||0.29|6.1||9|0.943248407643312|0.5|48.2739699229212|0.842234321129031|15.0800958999814||0.41860655614042|8.10416369071656|0.13505376461117|13.9068847450637|10.4313673289593|1.83510348853477|0.727276036930831||0.245244245011559|1324.04718192553|1406.49118247057|0.909680591775715|0.194584359941811|3|1.5|Spinel Peridotite
SHUTO et al.,2006|s.SW-01N|13||37.835|138.25|HONSHU ARC / NORTHEASTERN HONSHU ARC / SADO-SHIMA / OGI BASALT / PACIFIC OCEAN|CONVERGENT MARGIN|48.23|0.89|16.08||7.66|0.12|8.23|12.28|2.07|0.84||0.17|9.1||13|0.947715404699739|0.5|48.7801137504058|0.812449985430882|14.6288855545234||0.404478895197501|7.88692091143821|0.125812128189646|13.3587658780796|11.2030335771656|1.88150856867152|0.763510723518878||0.154520027378821|1310.66566114482|1392.07034754711|0.90856635835284|0.181237414652123|2.9|1.4|Spinel Peridotite
GENC 2004|s.CG-12|209|6|40.26|29.65|NILUFER UNIT - YENISEHIR ASSOCIATION - PONTIDES / YENISEHIR AREA|CONTINENTAL FLOOD BASALT|47.2|1.26|13.89||9.77|0.16|11.87|11.13|0.27|1.26||0.11|7||6|0.941965199590583|0.5|47.4195650707302|1.1021173903729|12.1060089966527||0.54794175704168|9.52690529981555|0.160366075784932|17.9873520974885|9.72335524616374|0.234832181589292|1.09588351408336||0.095672370277119|1389.10153895998|1512.26050380793|0.916761941811288|0.297203979193835|3.9|1.8|Harzburgite
RILEY et al.,2006|s.SA.20.1|178||-30.2402|29.3275|KAROO PROVINCE - AFRICA / KAROO CENTRAL AREA / UNDERBERG DIKE SWARM|CONTINENTAL FLOOD BASALT|49.51|0.85|13.93||9.36|0.16|11.18|11.35|1.95|0.34||0.16|5.9|0.362|6.8|0.959134615384615|0.5|48.6352347860674|0.730875126729826|11.932677402677||0.363409964970603|9.21777762281366|0.158571826295603|17.1187969449157|9.7477047627584|1.66741042751218|0.290727971976483||0.136813163283051|1382.31105792219|1489.98112308192|0.914858126293|0.285058496316004|3.7|1.1|Harzburgite
DUSEL & COOPER 1999|s.91ADB14A|387.5|28.5|64.2894|-141.4111|NORTH AMERICAN CORDILLERA - PALEOZOIC / CORDILLERA NORTHWESTERN UNITED STATES / ALASKA / TAYLOR MOUNTAIN ASSEMBLAGE|INTRAPLATE VOLCANICS|50.6|0.63|14.2||8.4|0.16|8.71|12.2|2.38|0.13||0.07|4.5|0|5|0.96625|0.5|49.8641602504533|0.534049003786175|11.9793446496391||0.265289152278899|8.7409206355101|0.163621621872216|15.9502762201998|10.3294939809284|2.00440692832947|0.109484412051609||0.058953144950867|1359.9984225523|1459.80734973166|0.912682682989533|0.281243269661219|3.4|1|Harzburgite
STERN et al.,2006|s.D46-1-1|3.3|0.7|17.205|145.583|MARIANA ARC / MARIANA ARC - CENTRAL ISLAND PROVINCE / GUGUAN / PACIFIC OCEAN|CONVERGENT MARGIN|48.4|0.79|13.99||8.25|0.16|13.68|10.47|1.88|0.48||0.14|||8|0.956909090909091|0.5|49.2185970551918|0.80116281850326|14.1865571429108||0.400535984842939|8.03538780411148|0.162739867912932|14.0423031863547|10.6176782614193|1.90634848482209|0.486727272720534||0.141962121210156|1324.00550111495|1410.04622371243|0.910201605341149|0.240098516885381|3|1.2|Harzburgite
JOLLY & LIDIAK 2006|s.WISJ-24|115||-64.625|18.25|GREATER ANTILLES / GREATER ANTILLES / VIRGIN ISLANDS / WATER ISLAND FORMATION / CARIBBEAN SEA / ATLANTIC OCEAN|CONVERGENT MARGIN|48.13|0.55|14.58||8.379|0.11|9.83|11.2|2.06|0.14||0.04|0.3|0.02|2.2|0.97046186895811|0.5|49.1561825699937|0.495473295856024|13.0844679011152||0.246425005186245|8.79698026438165|0.114552193508228|16.0199057979927|10.0787692933583|1.84594731157697|0.125452729912998||0.035843637117999|1360.11083988919|1461.61176575336|0.912956314222025|0.272962525519784|3.5|1|Harzburgite
DOSTAL 1989|s.138|466|22|46|-67.6|APPALACHIANS / NORTHERN APPALACHIANS / GANDER ZONE / TETAGOUCHE GROUP - NEPISIGUIT FALLS FORMATION|RIFT VOLCANICS|47.35|0.56|17.44||8.37|0.19|6.37|12.57|1.99|0.24||0.15||||0.96989247311828|0.5|47.3492094776|0.444017611539725|13.730172320857||0.219898150537158|9.30915376734007|0.201847079615627|16.9237266857313|9.95284062721329|1.56284756988908|0.188484129031849||0.117802580644906|1377.10926236148|1484.95993111751|0.914529576989212|0.238767148374274|3.7|1.8|Spinel Peridotite
SPADEA et al.,1987|s.IGM25744|105|40|2.5|-76.4||OPHIOLITE|49.67|0.62|13.84||8.449|0.17|10.02|11.6|2.3|0.23||0.05|2||0|0.966978340632028|0.5|49.7238305398131|0.551776634825858|12.2721472353799||0.274502727889964|8.66568662503475|0.173821826748352|15.7405637829508|10.3130995371763|2.03663314240941|0.203663314240942||0.04427463353064|1357.09730585768|1454.36783494316|0.912577358027209|0.276328024719633|3.3|1|Harzburgite
